vendor_id,business_name,category,city,address,description,is_verified,rating_avg,rating_count,daily_capacity,harga_min,harga_max,jumlah_layanan
"fe9bdda5-e8d7-485c-bbf8-1ae63f2598cf","Duta Prima Organizer","event_organizer","tangerang",,"Formal, Terstruktur, Profesional","true","5.0","4","1","1900000.00","7700000.00","5"
"95698257-f4c7-4fcc-9473-f511fabd06be","Gemilang Sejati EO","event_organizer","bogor",,"Hemat, Rapi, Efisien","true","5.0","4","1","650000.00","2500000.00","5"
"9be25f2d-6294-4d2d-9809-eee965addfa4","Karya Terbaik Event","event_organizer","jakarta_selatan",,"Premium, Detail, Internasional","true","5.0","2","1","2300000.00","9100000.00","5"
"101960fc-eaf4-41c4-acf1-0c2a601d3960","Elegan Event House","event_organizer","bekasi",,"Elegan, Minimalis, Modern","true","4.8","4","1","1600000.00","6300000.00","5"
"9f2a7214-94fc-43e3-973f-c2b29012c30a","Cahaya Dekorasi","event_organizer","jakarta_selatan",,"Dekorasi acara formal.","true","4.7","3","1","8750000.00","35000000.00","6"
"4f5b23f9-dd8b-408c-9d39-630b1a326aaa","Harmoni Sukses Event","event_organizer","bogor",,"Elegan, Profesional, Terorganisir","true","4.7","3","1","1050000.00","4200000.00","5"
"985e2f38-8024-48b9-bf0f-594fa409fa12","Indah Bersama Organizer","event_organizer","tangerang",,"Hangat, Keluarga, Nyaman","true","4.7","3","1","1100000.00","4500000.00","5"
"e62e8eb6-6b4b-4d83-bda4-a9374152bdd0","Jaya Mandiri Planner","event_organizer","bekasi",,"Profesional, Tepat Waktu, Terorganisir","true","4.7","3","1","1750000.00","7000000.00","5"
"43c6f5c6-9ab0-4220-8ba9-d9410855ad50","Lestari Event Group","event_organizer","bogor",,"Alam, Segar, Rustic","true","4.6","5","1","750000.00","3100000.00","5"
"3af7e406-38a9-4a51-8c93-63be8ce05aa2","Bintang Sejahtera EO","event_organizer","bogor",,"Tradisional, Klasik, Sopan","true","4.5","2","1","700000.00","2800000.00","5"
"84159fcf-4c20-4e7a-b8b0-871c1a2e3d9f","Festive Glory Planner","event_organizer","jakarta_barat",,"Grand, Mewah, Eksklusif","true","4.5","4","1","2800000.00","11200000.00","5"
"be44814f-7756-403e-a1f2-e667ff1c7c40","Grand Festive Co.","event_organizer","tangerang",,"Eksklusif, Grand, Premium","true","4.5","2","1","2100000.00","8400000.00","5"
"d51493c4-759f-4ef8-abe6-ca53c845ab51","Mahakarya Planner","event_organizer","jakarta_pusat",,"Formal, Mewah, Eksklusif","true","4.5","2","1","1750000.00","7000000.00","5"
"f72396e3-1b5a-4be6-b616-41cfd1e55f61","Optima Event Solution","event_organizer","bekasi",,"Solusi, Fleksibel, Profesional","true","4.5","2","1","1400000.00","5600000.00","5"
"d95305c6-6b32-48fe-bca8-e9ff404f2381","Cahaya Nusantara Event","event_organizer","depok",,"Budaya, Nasional, Meriah","true","4.4","5","1","1250000.00","4900000.00","5"
"e8214ef4-5fb3-48f2-95c7-7776a5a99223","Harmonia Event Studio","event_organizer","depok",,"Harmonis, Detail, Terencana","true","4.4","5","1","1450000.00","5900000.00","5"
"0cc718ff-94f9-4a00-9c2d-f75bac06342d","Agung Mandiri Planner","event_organizer","jakarta_utara",,"Mewah, Internasional, Prestisius","true","4.2","5","1","2450000.00","9800000.00","5"
"e365e808-7cf0-4867-a440-e9c971909331","Brilliance Organizer","event_organizer","depok",,"Modern, Mewah, Detail","true","4.0","2","1","1400000.00","5600000.00","5"
"9f6b18fa-c9de-470d-9058-75439e6bc638","Mulia Bersatu Planner","event_organizer","depok",,"Formal, Tertib, Berkelas","true","4.0","3","1","1350000.00","5300000.00","5"
"6d76e379-9f0f-4455-9341-ba176605268e","Nusantara Grand EO","event_organizer","tangerang",,"Nasional, Megah, Meriah","true","4.0","4","1","2650000.00","10500000.00","5"
"5243e7f2-cc12-4394-b46a-8a39eac26d70","Cemerlang Event","event_organizer","bekasi",,"Sederhana, Rapi, Hangat","true","3.8","4","1","900000.00","3500000.00","5"
"6a8061fb-804f-48bd-b79b-2c2f119d6738","Dudung Luxury","event_organizer","bekasi",,"Ngetes buat akun aja bang","false","0.0","0","1","15000000.00","15000000.00","1"
"90148fd2-1a41-4f31-a057-e2066fa5ccbe","Blossom Event Florist","florist","jakarta_pusat",,"Modern, Minimalis, Clean","true","4.8","4","1","500000.00","4400000.00","5"
"e183fe1b-05a3-4a4b-a02b-cd955ceb20fc","Peony Studio Florist","florist","bekasi",,"Soft, Romantic, Feminine","true","4.7","3","1","400000.00","3300000.00","5"
"78e45e96-d8e8-40d1-b26a-3d53f08cd22a","Frangipani Studio","florist","bekasi",,"Tropis, Eksotis, Unik","true","4.6","5","1","250000.00","2200000.00","5"
"fff7671b-0d9f-461e-94e9-12aef61cd878","Hijau Segar Florist","florist","bogor",,"Alami, Rustic, Segar","true","4.6","5","1","150000.00","1300000.00","5"
"82972ddf-66ad-4514-bf08-cf5dab6d9ea8","Eterna Floral Design","florist","tangerang",,"Elegan, Timeless, Classic","true","4.5","2","1","450000.00","3950000.00","5"
"59eb31c6-26d0-4604-9855-d07c20683825","Jasmine Bloom Studio","florist","tangerang",,"Harum, Lembut, Romantis","true","4.5","2","1","250000.00","2200000.00","5"
"f210893c-ccf3-4904-b54e-c11582b35e56","Mawar Merah Florist","florist","bogor",,"Romantic, Merah, Dramatis","true","4.5","4","1","250000.00","2200000.00","5"
"06411e1a-5f3b-4ddc-a2ca-8c28903d1825","Nasturtium Florist","florist","depok",,"Energik, Cerah, Vibrant","true","4.5","4","1","350000.00","2850000.00","5"
"c75b1144-ffae-4e43-a335-f588b8368479","Dahlia Prima Florist","florist","depok",,"Cerah, Meriah, Colorful","true","4.4","5","1","300000.00","2400000.00","5"
"1f99fadf-1ad0-4689-84c1-95677f9d063a","Gardenia Florist","florist","jakarta_utara",,"Premium, Mewah, Grand","true","4.4","5","1","650000.00","5500000.00","5"
"fe9622ee-7acf-4bf4-bc74-408b12693c07","Lavender Dream Florist","florist","jakarta_barat",,"Dreamy, Lembut, Pastel","true","4.4","5","1","400000.00","3500000.00","5"
"48a0fe1f-7b21-456c-8a64-bb8ab43b7bfb","Anggrek Cantik Florist","florist","bekasi",,"Tradisional, Indah, Lokal","true","4.3","3","1","200000.00","1550000.00","5"
"b953fd35-0978-4e7f-876f-5bfdb4013e30","Bloom & Co.","florist","bogor",,"Rustic, Romantic, Fresh","true","4.3","4","10","250000.00","2200000.00","5"
"8f0d1d20-807a-4864-8fd3-e38cbeac6192","Orchid Palace Florist","florist","tangerang",,"Mewah, Eksotis, Premium","true","4.3","3","1","550000.00","4850000.00","5"
"c1219c57-20f3-4f57-92cd-8184ab081925","Cempaka Wangi Florist","florist","bogor",,"Harum, Alami, Tradisional","true","4.0","2","1","250000.00","2000000.00","5"
"42a7fe6b-d847-4fc9-84d4-5fe34940b882","Iris Floral Boutique","florist","depok",,"Boutique, Artisan, Unik","true","4.0","3","1","350000.00","3100000.00","5"
"6480e1a7-b50a-4741-98e6-2eefccc12191","Kenanga Florist","florist","bekasi",,"Tradisional, Lokal, Hangat","true","4.0","4","1","200000.00","1750000.00","5"
"d712dc3e-c4a9-48b0-a4ef-9b01f474b088","Petal Paradise","florist","depok",,"Tropical, Colorful, Fresh","true","4.0","2","10","300000.00","2650000.00","5"
"9bd2788e-5370-44da-95b8-cdf929ba9f7e","Rose Garden Studio","florist","tangerang",,"Romantic, Mewah, Premium","true","4.0","5","1","400000.00","3300000.00","5"
"36c497dc-a73e-4c45-9168-52bf8db31cdc","Taman Bunga Abadi","florist","jakarta_utara",,"Klasik, Anggun, Elegan","true","4.0","3","10","200000.00","1750000.00","5"
"f8f61557-4dc9-44f7-b028-8696b6203bee","Aura Makeup Artist","makeup_artist","bogor",,"Natural, Fresh, Anggun","true","5.0","2","1","150000.00","800000.00","5"
"ee88584c-e2de-4a07-802c-1b2d6e8329ff","Lux Beauty Artist","makeup_artist","bogor",,"Luxury, Mewah, Premium","true","5.0","2","1","250000.00","1150000.00","5"
"6fd66ad6-50b2-4f18-9b89-78aa91b2e383","Naura Makeup Artist","makeup_artist","tangerang",,"Fresh, Youthful, Natural","true","5.0","2","1","200000.00","1050000.00","5"
"53e00a85-ca58-4822-b3d0-4d4f10e88171","Tiar Beauty MUA","makeup_artist","bekasi",,"Mahkota, Anggun, Formal","true","4.8","4","1","200000.00","1100000.00","5"
"5f03054f-8c6d-49be-9e0e-96255f239d10","Haute Beauty Artist","makeup_artist","depok",,"Haute, Premium, Eksklusif","true","4.5","2","1","400000.00","2000000.00","5"
"b1b216c7-15e4-46e9-a051-cb6356dedd71","Javanese Beauty MUA","makeup_artist","bekasi",,"Jawa, Tradisional, Anggun","true","4.5","2","1","200000.00","1000000.00","5"
"4830cf78-e397-4c55-a90a-ed8c8af91744","Queen Glam Studio","makeup_artist","bogor",,"Queen, Bold, Glamorous","true","4.5","4","1","300000.00","1450000.00","5"
"d8cdaa59-dfe2-4f27-b30b-d6669ef087a5","Radiant Beauty Artist","makeup_artist","depok",,"Radiant, Glowing, Natural","true","4.5","2","1","250000.00","1150000.00","5"
"83765684-9a96-40a3-808c-dc239c9659e7","Elok Beauty Studio","makeup_artist","tangerang",,"Elok, Natural, Anggun","true","4.4","5","1","200000.00","1000000.00","5"
"fb3ff0a8-3b97-4674-a2d2-1b47f85c8e03","GlowUp Beauty","makeup_artist","bekasi",,"Flawless, Korean Look, Bold","true","4.4","5","1","200000.00","900000.00","5"
"2d8bfedb-2397-4550-a28a-b200d35d94b1","Cantika Beauty Studio","makeup_artist","jakarta_selatan",,"Natural, Elegant, Glam","true","4.3","3","1","250000.00","1250000.00","5"
"532aa709-3697-4f24-b39d-7ef21ba3471a","Olive Beauty Studio","makeup_artist","bekasi",,"Earth Tone, Natural, Anggun","true","4.3","3","1","250000.00","1250000.00","5"
"6ee2b353-670c-4837-93ae-94c08fce6cf6","Dazzle Beauty House","makeup_artist","depok",,"Dazzling, Glitter, Bold","true","4.2","5","1","200000.00","1100000.00","5"
"0aad72e0-933e-4cdb-b904-22e841f83aa0","Kiara Beauty Studio","makeup_artist","jakarta_timur",,"Modern, Glam, Stylish","true","4.2","5","1","250000.00","1350000.00","5"
"34a1003f-0bf3-42db-b691-aad3bea6bd3a","Prestige Beauty MUA","makeup_artist","jakarta_pusat",,"Prestige, Eksklusif, Premium","true","4.2","5","1","400000.00","2150000.00","5"
"797765f3-d010-4f11-ace5-cc30963983e4","Flawless Studio MUA","makeup_artist","jakarta_selatan",,"Flawless, Premium, Editorial","true","4.0","2","1","300000.00","1600000.00","5"
"77573bb2-9a7f-4c87-8e1c-4ee4ea6e5b43","Glow & Glamour Studio","makeup_artist","bogor",,"Glow, Natural, Minimalis","true","4.0","3","1","200000.00","900000.00","5"
"31013e17-6a6f-4745-bcb3-9622218566b2","Indah Beauty Studio","makeup_artist","tangerang",,"Indah, Natural, Sederhana","true","4.0","2","1","150000.00","850000.00","5"
"14d1555a-4d8b-4bbd-8255-f999ebdf900c","Mira Beauty Studio","makeup_artist","depok",,"Soft, Natural, Elegan","true","4.0","2","1","200000.00","900000.00","5"
"0abfcbf2-da97-47ab-b2c4-dbc1614c8234","Serasi Beauty Studio","makeup_artist","tangerang",,"Serasi, Harmonis, Anggun","true","3.5","2","1","200000.00","900000.00","5"
"1560c53f-3a80-4cdf-9fd4-dac748807734","Golden Hour Photo","photographer","jakarta_barat",,"Golden Hour, Warm, Cinematic","true","5.0","2","1","750000.00","4750000.00","5"
"a95a4f23-8669-43ab-8c66-7e457625c1a4","Lanskap Visual Studio","photographer","jakarta_selatan",,"Grand, Landscape, Megah","true","5.0","2","1","900000.00","5700000.00","5"
"7a037ffa-95a2-4ff0-afec-d23758b06c15","Momen Berharga Photo","photographer","bogor",,"Berkesan, Warm, Natural","true","5.0","5","1","350000.00","2100000.00","5"
"1ce8b9a7-ef97-4178-b01c-cc449f703449","Dramatis Photography","photographer","depok",,"Dramatis, Cinematic, Bold","true","4.8","5","1","550000.00","3400000.00","5"
"f87a6941-d0ee-4911-97f5-3995713cabbd","Cahaya Foto Studio","photographer","bogor",,"Natural Light, Outdoor, Fresh","true","4.7","3","1","350000.00","2300000.00","5"
"ebd11677-36a8-430d-a770-68699476f243","Frame & Focus Studio","photographer","bekasi",,"Detail, Presisi, Profesional","true","4.7","3","1","400000.00","2450000.00","5"
"ce9cc5e1-5216-43cc-82a9-33fb53b44e9b","Precious Moments Photo","photographer","bekasi",,"Precious, Warm, Berkesan","true","4.7","3","1","350000.00","2300000.00","5"
"8a7a09f7-f98b-459e-b0dc-34396306ec8b","Snapshot Elegant Studio","photographer","depok",,"Elegan, Bersih, Minimalis","true","4.7","3","1","300000.00","1900000.00","5"
"b9a01afd-5970-4a97-bd5e-bc4489e8aa6d","Bang Joan","photographer","bekasi",,"aku suka foto foto","true","4.5","2","1","300000.00","1900000.00","6"
"bc0c5027-8000-46d3-8ecd-fa06760c1584","Hari Baik Photography","photographer","bogor",,"Hangat, Dokumenter, Natural","true","4.5","2","1","300000.00","1900000.00","5"
"d71bafa1-b70f-4626-b0fd-e0071d9f6cdd","Karya Lens Studio","photographer","bekasi",,"Artisan, Artistic, Premium","true","4.4","5","1","500000.00","3250000.00","5"
"adce0d95-926b-45a1-9ebc-336f1d6465d0","Romantik Frame Studio","photographer","bogor",,"Romantic, Lembut, Dreamy","true","4.4","5","1","400000.00","2450000.00","5"
"39b2f5b3-1b79-4ee9-b6ec-9b998c30eb9b","Abadi Foto Studio","photographer","jakarta_timur",,"Formal, Profesional, Eksklusif","true","4.3","4","1","600000.00","3800000.00","5"
"a01a7f5c-bc17-4713-bed8-0f3f483c6578","Eternal Moments Studio","photographer","tangerang",,"Timeless, Romantic, Warm","true","4.3","3","1","500000.00","3050000.00","5"
"416f7fb5-9c95-4e30-a70e-46fb069d4b02","Narasi Visual Studio","photographer","depok",,"Naratif, Storytelling, Cinematic","true","4.3","3","1","500000.00","3050000.00","5"
"aa7540e1-f613-483a-894e-04bb5c2818fd","Quality Foto Studio","photographer","jakarta_timur",,"Kualitas, Premium, Formal","true","4.3","4","1","650000.00","4200000.00","5"
"d20b28f3-940f-4f06-9c3f-f4d90d910f5e","Jepret Indah Studio","photographer","tangerang",,"Candid, Natural, Jujur","true","4.0","4","1","250000.00","1700000.00","5"
"eca1f2f6-88c4-4a0e-8a50-492111342207","Kenangan Abadi","photographer","tangerang",,"Cinematic, Vintage, Jurnalistik","true","4.0","2","1","450000.00","2850000.00","5"
"5f9d0a3b-e10f-42ef-90f6-c72fc1eb145b","Optik Prima Studio","photographer","tangerang",,"Presisi, Tajam, Profesional","true","4.0","2","1","400000.00","2650000.00","5"
"4e8b80c7-bc85-408c-a034-3424e8cb4c83","Timeless Photo Studio","photographer","tangerang",,"Timeless, Classic, Formal","true","4.0","4","1","550000.00","3400000.00","5"
"54f3815d-9d4a-4718-bf91-b9a49f5fb5aa","Iconic Frame Studio","photographer","depok",,"Iconic, Dramatic, Premium","true","3.5","2","1","450000.00","2850000.00","5"
