service_id,vendor_id,business_name,category,service_name,description,price,minimum_notice_days,details
"b3bb2fe4-39ef-4d72-97a2-c26bd9bf2393","e365e808-7cf0-4867-a440-e9c971909331","Brilliance Organizer","event_organizer","Koordinator Hari-H","Untuk yang sudah menyiapkan sendiri semua vendornya dan hanya butuh tim yang menjalankan rundown di hari pelaksanaan.","1400000.00","21","{""tim"":""Satu koordinator dan empat kru lapangan."",""durasi"":""Hari pelaksanaan saja"",""cakupan"":""Pengambilalihan rundown dua minggu sebelum hari-H, gladi bersih, koordinasi vendor di lokasi, dan penanganan kendala."",""kapasitas"":""Sampai 500 tamu"",""jenis_acara"":""Semua jenis acara formal""}"
"db42797c-f97f-4fe5-87b3-0c2762530546","e365e808-7cf0-4867-a440-e9c971909331","Brilliance Organizer","event_organizer","Paket Lamaran & Engagement","Acara lamaran skala keluarga dengan dekorasi, MC, dan susunan acara adat yang disiapkan sesuai permintaan kedua keluarga.","2000000.00","30","{""tim"":""Satu koordinator dan dua kru lapangan."",""durasi"":""4-5 jam"",""cakupan"":""Dekorasi area lamaran, MC, seserahan, dokumentasi ringan, dan pengaturan alur acara adat."",""kapasitas"":""30-100 tamu"",""jenis_acara"":""Lamaran / engagement""}"
"eb3d7821-e5aa-40f5-adc8-dad6e22e326e","e365e808-7cf0-4867-a440-e9c971909331","Brilliance Organizer","event_organizer","Seminar & Corporate Gathering","Seminar, workshop, atau gathering karyawan, termasuk kebutuhan teknis presentasi dan pengelolaan peserta.","3600000.00","30","{""tim"":""Satu koordinator, tim registrasi, dan operator teknis."",""durasi"":""Setengah hari sampai dua hari"",""cakupan"":""Tata ruang, perlengkapan presentasi, registrasi peserta, konsumsi, dan dokumentasi acara."",""kapasitas"":""50-300 peserta"",""jenis_acara"":""Seminar / gathering""}"
"beb155fd-c2f4-4668-bab4-7a8a05f755fa","e365e808-7cf0-4867-a440-e9c971909331","Brilliance Organizer","event_organizer","Wedding Organizer Full Service","Pendampingan penuh sejak perencanaan sampai hari pelaksanaan, termasuk pencarian dan koordinasi seluruh vendor pendukung.","4000000.00","60","{""tim"":""Satu project manager, dua koordinator area, dan tim lapangan yang jumlahnya menyesuaikan besar acara."",""durasi"":""Pendampingan 6-12 bulan"",""cakupan"":""Konsep acara, penyusunan anggaran, kurasi vendor, kontrak, gladi bersih, rundown, sampai koordinasi hari-H dan pembongkaran."",""kapasitas"":""200-800 tamu"",""jenis_acara"":""Pernikahan""}"
"a5b98630-7a90-4e91-8092-cada97ae425d","e365e808-7cf0-4867-a440-e9c971909331","Brilliance Organizer","event_organizer","Gala Dinner Korporat","Malam penghargaan atau jamuan perusahaan dengan panggung, tata cahaya, dan susunan acara yang disiapkan bersama tim internal klien.","5600000.00","45","{""tim"":""Satu event director, tim teknis, dan kru registrasi."",""durasi"":""5-6 jam"",""cakupan"":""Konsep panggung, tata cahaya dan suara, run of show, registrasi tamu, hiburan pengisi acara, dan laporan pasca-acara."",""kapasitas"":""150-500 tamu"",""jenis_acara"":""Gala dinner korporat""}"
"2e70a5d7-b6c6-4515-b803-dcafe5e3b94b","9f2a7214-94fc-43e3-973f-c2b29012c30a","Cahaya Dekorasi","event_organizer","Koordinator Hari-H","Untuk yang sudah menyiapkan sendiri semua vendornya dan hanya butuh tim yang menjalankan rundown di hari pelaksanaan.","8750000.00","21","{""tim"":""Satu koordinator dan empat kru lapangan."",""durasi"":""Hari pelaksanaan saja"",""cakupan"":""Pengambilalihan rundown dua minggu sebelum hari-H, gladi bersih, koordinasi vendor di lokasi, dan penanganan kendala."",""kapasitas"":""Sampai 500 tamu"",""jenis_acara"":""Semua jenis acara formal""}"
"af018d60-7b39-44c8-81cc-fb77e78c6967","9f2a7214-94fc-43e3-973f-c2b29012c30a","Cahaya Dekorasi","event_organizer","Paket Lamaran & Engagement","Acara lamaran skala keluarga dengan dekorasi, MC, dan susunan acara adat yang disiapkan sesuai permintaan kedua keluarga.","12500000.00","30","{""tim"":""Satu koordinator dan dua kru lapangan."",""durasi"":""4-5 jam"",""cakupan"":""Dekorasi area lamaran, MC, seserahan, dokumentasi ringan, dan pengaturan alur acara adat."",""kapasitas"":""30-100 tamu"",""jenis_acara"":""Lamaran / engagement""}"
"398addfa-ecce-46ae-823b-8dbb612146ef","9f2a7214-94fc-43e3-973f-c2b29012c30a","Cahaya Dekorasi","event_organizer","Seminar & Corporate Gathering","Seminar, workshop, atau gathering karyawan, termasuk kebutuhan teknis presentasi dan pengelolaan peserta.","22500000.00","30","{""tim"":""Satu koordinator, tim registrasi, dan operator teknis."",""durasi"":""Setengah hari sampai dua hari"",""cakupan"":""Tata ruang, perlengkapan presentasi, registrasi peserta, konsumsi, dan dokumentasi acara."",""kapasitas"":""50-300 peserta"",""jenis_acara"":""Seminar / gathering""}"
"594857d6-5c2f-4a9a-9e84-c71d52d5d2c0","9f2a7214-94fc-43e3-973f-c2b29012c30a","Cahaya Dekorasi","event_organizer","Wedding Organizer Full Service","Pendampingan penuh sejak perencanaan sampai hari pelaksanaan, termasuk pencarian dan koordinasi seluruh vendor pendukung.","25000000.00","60","{""tim"":""Satu project manager, dua koordinator area, dan tim lapangan yang jumlahnya menyesuaikan besar acara."",""durasi"":""Pendampingan 6-12 bulan"",""cakupan"":""Konsep acara, penyusunan anggaran, kurasi vendor, kontrak, gladi bersih, rundown, sampai koordinasi hari-H dan pembongkaran."",""kapasitas"":""200-800 tamu"",""jenis_acara"":""Pernikahan""}"
"e6b29c85-f78c-47be-836a-1ab062112fd6","9f2a7214-94fc-43e3-973f-c2b29012c30a","Cahaya Dekorasi","event_organizer","Paket Dekorasi Gala",,"25000000.00","7","{}"
"5deca138-840f-493c-83a2-12ffee2e59b4","9f2a7214-94fc-43e3-973f-c2b29012c30a","Cahaya Dekorasi","event_organizer","Gala Dinner Korporat","Malam penghargaan atau jamuan perusahaan dengan panggung, tata cahaya, dan susunan acara yang disiapkan bersama tim internal klien.","35000000.00","45","{""tim"":""Satu event director, tim teknis, dan kru registrasi."",""durasi"":""5-6 jam"",""cakupan"":""Konsep panggung, tata cahaya dan suara, run of show, registrasi tamu, hiburan pengisi acara, dan laporan pasca-acara."",""kapasitas"":""150-500 tamu"",""jenis_acara"":""Gala dinner korporat""}"
"6e75705f-ac6e-4b68-a13f-b87241142729","d95305c6-6b32-48fe-bca8-e9ff404f2381","Cahaya Nusantara Event","event_organizer","Koordinator Hari-H","Untuk yang sudah menyiapkan sendiri semua vendornya dan hanya butuh tim yang menjalankan rundown di hari pelaksanaan.","1250000.00","21","{""tim"":""Satu koordinator dan empat kru lapangan."",""durasi"":""Hari pelaksanaan saja"",""cakupan"":""Pengambilalihan rundown dua minggu sebelum hari-H, gladi bersih, koordinasi vendor di lokasi, dan penanganan kendala."",""kapasitas"":""Sampai 500 tamu"",""jenis_acara"":""Semua jenis acara formal""}"
"c3e1555b-1330-41c1-80c5-69489b0bd17f","d95305c6-6b32-48fe-bca8-e9ff404f2381","Cahaya Nusantara Event","event_organizer","Paket Lamaran & Engagement","Acara lamaran skala keluarga dengan dekorasi, MC, dan susunan acara adat yang disiapkan sesuai permintaan kedua keluarga.","1750000.00","30","{""tim"":""Satu koordinator dan dua kru lapangan."",""durasi"":""4-5 jam"",""cakupan"":""Dekorasi area lamaran, MC, seserahan, dokumentasi ringan, dan pengaturan alur acara adat."",""kapasitas"":""30-100 tamu"",""jenis_acara"":""Lamaran / engagement""}"
"8a3bb11f-81e8-4c17-a1c1-f982408e8d2b","d95305c6-6b32-48fe-bca8-e9ff404f2381","Cahaya Nusantara Event","event_organizer","Seminar & Corporate Gathering","Seminar, workshop, atau gathering karyawan, termasuk kebutuhan teknis presentasi dan pengelolaan peserta.","3150000.00","30","{""tim"":""Satu koordinator, tim registrasi, dan operator teknis."",""durasi"":""Setengah hari sampai dua hari"",""cakupan"":""Tata ruang, perlengkapan presentasi, registrasi peserta, konsumsi, dan dokumentasi acara."",""kapasitas"":""50-300 peserta"",""jenis_acara"":""Seminar / gathering""}"
"0b623cf7-8d43-43f3-affc-f0708c4bdf01","d95305c6-6b32-48fe-bca8-e9ff404f2381","Cahaya Nusantara Event","event_organizer","Wedding Organizer Full Service","Pendampingan penuh sejak perencanaan sampai hari pelaksanaan, termasuk pencarian dan koordinasi seluruh vendor pendukung.","3500000.00","60","{""tim"":""Satu project manager, dua koordinator area, dan tim lapangan yang jumlahnya menyesuaikan besar acara."",""durasi"":""Pendampingan 6-12 bulan"",""cakupan"":""Konsep acara, penyusunan anggaran, kurasi vendor, kontrak, gladi bersih, rundown, sampai koordinasi hari-H dan pembongkaran."",""kapasitas"":""200-800 tamu"",""jenis_acara"":""Pernikahan""}"
"01b18fa2-8a15-4717-996d-835374f3ba7d","d95305c6-6b32-48fe-bca8-e9ff404f2381","Cahaya Nusantara Event","event_organizer","Gala Dinner Korporat","Malam penghargaan atau jamuan perusahaan dengan panggung, tata cahaya, dan susunan acara yang disiapkan bersama tim internal klien.","4900000.00","45","{""tim"":""Satu event director, tim teknis, dan kru registrasi."",""durasi"":""5-6 jam"",""cakupan"":""Konsep panggung, tata cahaya dan suara, run of show, registrasi tamu, hiburan pengisi acara, dan laporan pasca-acara."",""kapasitas"":""150-500 tamu"",""jenis_acara"":""Gala dinner korporat""}"
"3eb6aeab-2821-4812-ad04-f4e8e0756b1c","5243e7f2-cc12-4394-b46a-8a39eac26d70","Cemerlang Event","event_organizer","Koordinator Hari-H","Untuk yang sudah menyiapkan sendiri semua vendornya dan hanya butuh tim yang menjalankan rundown di hari pelaksanaan.","900000.00","21","{""tim"":""Satu koordinator dan empat kru lapangan."",""durasi"":""Hari pelaksanaan saja"",""cakupan"":""Pengambilalihan rundown dua minggu sebelum hari-H, gladi bersih, koordinasi vendor di lokasi, dan penanganan kendala."",""kapasitas"":""Sampai 500 tamu"",""jenis_acara"":""Semua jenis acara formal""}"
"1be6a26d-8ed6-436d-9eef-530525dedc8a","5243e7f2-cc12-4394-b46a-8a39eac26d70","Cemerlang Event","event_organizer","Paket Lamaran & Engagement","Acara lamaran skala keluarga dengan dekorasi, MC, dan susunan acara adat yang disiapkan sesuai permintaan kedua keluarga.","1250000.00","30","{""tim"":""Satu koordinator dan dua kru lapangan."",""durasi"":""4-5 jam"",""cakupan"":""Dekorasi area lamaran, MC, seserahan, dokumentasi ringan, dan pengaturan alur acara adat."",""kapasitas"":""30-100 tamu"",""jenis_acara"":""Lamaran / engagement""}"
"8e76f52f-6e26-45ef-8684-b8377842b989","5243e7f2-cc12-4394-b46a-8a39eac26d70","Cemerlang Event","event_organizer","Seminar & Corporate Gathering","Seminar, workshop, atau gathering karyawan, termasuk kebutuhan teknis presentasi dan pengelolaan peserta.","2250000.00","30","{""tim"":""Satu koordinator, tim registrasi, dan operator teknis."",""durasi"":""Setengah hari sampai dua hari"",""cakupan"":""Tata ruang, perlengkapan presentasi, registrasi peserta, konsumsi, dan dokumentasi acara."",""kapasitas"":""50-300 peserta"",""jenis_acara"":""Seminar / gathering""}"
"ba753e8f-a9fa-48f0-b61e-1c22cfd0ccf8","5243e7f2-cc12-4394-b46a-8a39eac26d70","Cemerlang Event","event_organizer","Wedding Organizer Full Service","Pendampingan penuh sejak perencanaan sampai hari pelaksanaan, termasuk pencarian dan koordinasi seluruh vendor pendukung.","2500000.00","60","{""tim"":""Satu project manager, dua koordinator area, dan tim lapangan yang jumlahnya menyesuaikan besar acara."",""durasi"":""Pendampingan 6-12 bulan"",""cakupan"":""Konsep acara, penyusunan anggaran, kurasi vendor, kontrak, gladi bersih, rundown, sampai koordinasi hari-H dan pembongkaran."",""kapasitas"":""200-800 tamu"",""jenis_acara"":""Pernikahan""}"
"79e11788-5bb1-4170-b9b2-225519dbd597","5243e7f2-cc12-4394-b46a-8a39eac26d70","Cemerlang Event","event_organizer","Gala Dinner Korporat","Malam penghargaan atau jamuan perusahaan dengan panggung, tata cahaya, dan susunan acara yang disiapkan bersama tim internal klien.","3500000.00","45","{""tim"":""Satu event director, tim teknis, dan kru registrasi."",""durasi"":""5-6 jam"",""cakupan"":""Konsep panggung, tata cahaya dan suara, run of show, registrasi tamu, hiburan pengisi acara, dan laporan pasca-acara."",""kapasitas"":""150-500 tamu"",""jenis_acara"":""Gala dinner korporat""}"
"b72b50fa-c1ec-48bb-97a1-a9ea2aac2369","6a8061fb-804f-48bd-b79b-2c2f119d6738","Dudung Luxury","event_organizer","Paket Event Organizer Dasar","Ngetes buat akun aja bang","15000000.00","7","{}"
"80f87724-72d3-4650-a315-c64aeffb4e90","fe9bdda5-e8d7-485c-bbf8-1ae63f2598cf","Duta Prima Organizer","event_organizer","Koordinator Hari-H","Untuk yang sudah menyiapkan sendiri semua vendornya dan hanya butuh tim yang menjalankan rundown di hari pelaksanaan.","1900000.00","21","{""tim"":""Satu koordinator dan empat kru lapangan."",""durasi"":""Hari pelaksanaan saja"",""cakupan"":""Pengambilalihan rundown dua minggu sebelum hari-H, gladi bersih, koordinasi vendor di lokasi, dan penanganan kendala."",""kapasitas"":""Sampai 500 tamu"",""jenis_acara"":""Semua jenis acara formal""}"
"e1a89719-6b25-48a3-94d6-a0169460ccac","fe9bdda5-e8d7-485c-bbf8-1ae63f2598cf","Duta Prima Organizer","event_organizer","Paket Lamaran & Engagement","Acara lamaran skala keluarga dengan dekorasi, MC, dan susunan acara adat yang disiapkan sesuai permintaan kedua keluarga.","2750000.00","30","{""tim"":""Satu koordinator dan dua kru lapangan."",""durasi"":""4-5 jam"",""cakupan"":""Dekorasi area lamaran, MC, seserahan, dokumentasi ringan, dan pengaturan alur acara adat."",""kapasitas"":""30-100 tamu"",""jenis_acara"":""Lamaran / engagement""}"
"66f6f1b0-ada2-4141-af24-c0111c246ab6","fe9bdda5-e8d7-485c-bbf8-1ae63f2598cf","Duta Prima Organizer","event_organizer","Seminar & Corporate Gathering","Seminar, workshop, atau gathering karyawan, termasuk kebutuhan teknis presentasi dan pengelolaan peserta.","4950000.00","30","{""tim"":""Satu koordinator, tim registrasi, dan operator teknis."",""durasi"":""Setengah hari sampai dua hari"",""cakupan"":""Tata ruang, perlengkapan presentasi, registrasi peserta, konsumsi, dan dokumentasi acara."",""kapasitas"":""50-300 peserta"",""jenis_acara"":""Seminar / gathering""}"
"7b00dbe7-83b9-4d26-b641-526850877c3b","fe9bdda5-e8d7-485c-bbf8-1ae63f2598cf","Duta Prima Organizer","event_organizer","Wedding Organizer Full Service","Pendampingan penuh sejak perencanaan sampai hari pelaksanaan, termasuk pencarian dan koordinasi seluruh vendor pendukung.","5500000.00","60","{""tim"":""Satu project manager, dua koordinator area, dan tim lapangan yang jumlahnya menyesuaikan besar acara."",""durasi"":""Pendampingan 6-12 bulan"",""cakupan"":""Konsep acara, penyusunan anggaran, kurasi vendor, kontrak, gladi bersih, rundown, sampai koordinasi hari-H dan pembongkaran."",""kapasitas"":""200-800 tamu"",""jenis_acara"":""Pernikahan""}"
"dec93c38-9fae-4b29-ad73-27d5c4fa342c","fe9bdda5-e8d7-485c-bbf8-1ae63f2598cf","Duta Prima Organizer","event_organizer","Gala Dinner Korporat","Malam penghargaan atau jamuan perusahaan dengan panggung, tata cahaya, dan susunan acara yang disiapkan bersama tim internal klien.","7700000.00","45","{""tim"":""Satu event director, tim teknis, dan kru registrasi."",""durasi"":""5-6 jam"",""cakupan"":""Konsep panggung, tata cahaya dan suara, run of show, registrasi tamu, hiburan pengisi acara, dan laporan pasca-acara."",""kapasitas"":""150-500 tamu"",""jenis_acara"":""Gala dinner korporat""}"
"92bc0751-4ba5-49e4-90dd-1371d8eb65e0","101960fc-eaf4-41c4-acf1-0c2a601d3960","Elegan Event House","event_organizer","Koordinator Hari-H","Untuk yang sudah menyiapkan sendiri semua vendornya dan hanya butuh tim yang menjalankan rundown di hari pelaksanaan.","1600000.00","21","{""tim"":""Satu koordinator dan empat kru lapangan."",""durasi"":""Hari pelaksanaan saja"",""cakupan"":""Pengambilalihan rundown dua minggu sebelum hari-H, gladi bersih, koordinasi vendor di lokasi, dan penanganan kendala."",""kapasitas"":""Sampai 500 tamu"",""jenis_acara"":""Semua jenis acara formal""}"
"0a0ca28a-dabe-4eb7-9fcd-15e526aabac8","101960fc-eaf4-41c4-acf1-0c2a601d3960","Elegan Event House","event_organizer","Paket Lamaran & Engagement","Acara lamaran skala keluarga dengan dekorasi, MC, dan susunan acara adat yang disiapkan sesuai permintaan kedua keluarga.","2250000.00","30","{""tim"":""Satu koordinator dan dua kru lapangan."",""durasi"":""4-5 jam"",""cakupan"":""Dekorasi area lamaran, MC, seserahan, dokumentasi ringan, dan pengaturan alur acara adat."",""kapasitas"":""30-100 tamu"",""jenis_acara"":""Lamaran / engagement""}"
"b7cbe46e-fc67-425f-bf2f-ddf76e05820e","101960fc-eaf4-41c4-acf1-0c2a601d3960","Elegan Event House","event_organizer","Seminar & Corporate Gathering","Seminar, workshop, atau gathering karyawan, termasuk kebutuhan teknis presentasi dan pengelolaan peserta.","4050000.00","30","{""tim"":""Satu koordinator, tim registrasi, dan operator teknis."",""durasi"":""Setengah hari sampai dua hari"",""cakupan"":""Tata ruang, perlengkapan presentasi, registrasi peserta, konsumsi, dan dokumentasi acara."",""kapasitas"":""50-300 peserta"",""jenis_acara"":""Seminar / gathering""}"
"0ea37db4-a378-4d99-b230-eb2b96ecbf78","101960fc-eaf4-41c4-acf1-0c2a601d3960","Elegan Event House","event_organizer","Wedding Organizer Full Service","Pendampingan penuh sejak perencanaan sampai hari pelaksanaan, termasuk pencarian dan koordinasi seluruh vendor pendukung.","4500000.00","60","{""tim"":""Satu project manager, dua koordinator area, dan tim lapangan yang jumlahnya menyesuaikan besar acara."",""durasi"":""Pendampingan 6-12 bulan"",""cakupan"":""Konsep acara, penyusunan anggaran, kurasi vendor, kontrak, gladi bersih, rundown, sampai koordinasi hari-H dan pembongkaran."",""kapasitas"":""200-800 tamu"",""jenis_acara"":""Pernikahan""}"
"fec1ed43-cc75-486e-a1ce-83675b7486da","101960fc-eaf4-41c4-acf1-0c2a601d3960","Elegan Event House","event_organizer","Gala Dinner Korporat","Malam penghargaan atau jamuan perusahaan dengan panggung, tata cahaya, dan susunan acara yang disiapkan bersama tim internal klien.","6300000.00","45","{""tim"":""Satu event director, tim teknis, dan kru registrasi."",""durasi"":""5-6 jam"",""cakupan"":""Konsep panggung, tata cahaya dan suara, run of show, registrasi tamu, hiburan pengisi acara, dan laporan pasca-acara."",""kapasitas"":""150-500 tamu"",""jenis_acara"":""Gala dinner korporat""}"
"335dcbef-8b5b-4001-87d9-819b7ef83b75","84159fcf-4c20-4e7a-b8b0-871c1a2e3d9f","Festive Glory Planner","event_organizer","Koordinator Hari-H","Untuk yang sudah menyiapkan sendiri semua vendornya dan hanya butuh tim yang menjalankan rundown di hari pelaksanaan.","2800000.00","21","{""tim"":""Satu koordinator dan empat kru lapangan."",""durasi"":""Hari pelaksanaan saja"",""cakupan"":""Pengambilalihan rundown dua minggu sebelum hari-H, gladi bersih, koordinasi vendor di lokasi, dan penanganan kendala."",""kapasitas"":""Sampai 500 tamu"",""jenis_acara"":""Semua jenis acara formal""}"
"6641c340-6a50-4be0-82a7-8b9bcdf4d63d","84159fcf-4c20-4e7a-b8b0-871c1a2e3d9f","Festive Glory Planner","event_organizer","Paket Lamaran & Engagement","Acara lamaran skala keluarga dengan dekorasi, MC, dan susunan acara adat yang disiapkan sesuai permintaan kedua keluarga.","4000000.00","30","{""tim"":""Satu koordinator dan dua kru lapangan."",""durasi"":""4-5 jam"",""cakupan"":""Dekorasi area lamaran, MC, seserahan, dokumentasi ringan, dan pengaturan alur acara adat."",""kapasitas"":""30-100 tamu"",""jenis_acara"":""Lamaran / engagement""}"
"5e08bce5-dd70-4a11-90ac-9eda157779aa","84159fcf-4c20-4e7a-b8b0-871c1a2e3d9f","Festive Glory Planner","event_organizer","Seminar & Corporate Gathering","Seminar, workshop, atau gathering karyawan, termasuk kebutuhan teknis presentasi dan pengelolaan peserta.","7200000.00","30","{""tim"":""Satu koordinator, tim registrasi, dan operator teknis."",""durasi"":""Setengah hari sampai dua hari"",""cakupan"":""Tata ruang, perlengkapan presentasi, registrasi peserta, konsumsi, dan dokumentasi acara."",""kapasitas"":""50-300 peserta"",""jenis_acara"":""Seminar / gathering""}"
"c842effa-81dd-4908-b4b3-d52745122e39","84159fcf-4c20-4e7a-b8b0-871c1a2e3d9f","Festive Glory Planner","event_organizer","Wedding Organizer Full Service","Pendampingan penuh sejak perencanaan sampai hari pelaksanaan, termasuk pencarian dan koordinasi seluruh vendor pendukung.","8000000.00","60","{""tim"":""Satu project manager, dua koordinator area, dan tim lapangan yang jumlahnya menyesuaikan besar acara."",""durasi"":""Pendampingan 6-12 bulan"",""cakupan"":""Konsep acara, penyusunan anggaran, kurasi vendor, kontrak, gladi bersih, rundown, sampai koordinasi hari-H dan pembongkaran."",""kapasitas"":""200-800 tamu"",""jenis_acara"":""Pernikahan""}"
"0ddbb0f0-81aa-4121-ac1a-2613d9ddbeb5","84159fcf-4c20-4e7a-b8b0-871c1a2e3d9f","Festive Glory Planner","event_organizer","Gala Dinner Korporat","Malam penghargaan atau jamuan perusahaan dengan panggung, tata cahaya, dan susunan acara yang disiapkan bersama tim internal klien.","11200000.00","45","{""tim"":""Satu event director, tim teknis, dan kru registrasi."",""durasi"":""5-6 jam"",""cakupan"":""Konsep panggung, tata cahaya dan suara, run of show, registrasi tamu, hiburan pengisi acara, dan laporan pasca-acara."",""kapasitas"":""150-500 tamu"",""jenis_acara"":""Gala dinner korporat""}"
